(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | DECLARE: var0 = 90"
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | DECLARE: var1 = 28"
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | DECLARE: var2 = 71"
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | DECLARE: var3 = 9"
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | DECLARE: var4 = 87"
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:47:27PM) Core:3 "[(06/28/2025 03:47:27PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | DECLARE: var2 = 46"
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Hello from process_1252 [instruction 4]""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | ADD: 90 + 28 = 118"
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | SLEEP: for 449ms"
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | ADD: 46 + 9 = 55"
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Hello from process_1252 [instruction 8]""
(06/28/2025 03:47:28PM) Core:3 "[(06/28/2025 03:47:28PM)] Core 3 | PID 2251 | PRINT: "Hello from process_1252 [instruction 9]""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | SLEEP: for 337ms"
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | SUBTRACT: 28 - 46 = 0"
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Hello from process_1252 [instruction 12]""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | SUBTRACT: 9 - 87 = 0"
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | SLEEP: for 242ms"
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | SUBTRACT: 90 - 28 = 62"
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | DECLARE: var17 = 22"
(06/28/2025 03:47:29PM) Core:3 "[(06/28/2025 03:47:29PM)] Core 3 | PID 2251 | SUBTRACT: 9 - 87 = 0"
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | SLEEP: for 494ms"
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | ADD: 28 + 46 = 74"
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | ADD: 46 + 9 = 55"
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | SUBTRACT: 9 - 87 = 0"
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | SLEEP: for 462ms"
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:30PM) Core:3 "[(06/28/2025 03:47:30PM)] Core 3 | PID 2251 | PRINT: "Loop iteration 3 (outer 1)""
