(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | DECLARE: var0 = 57"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | DECLARE: var1 = 69"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | DECLARE: var2 = 47"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | DECLARE: var3 = 18"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | DECLARE: var4 = 51"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | SUBTRACT: 57 - 69 = 0"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | DECLARE: var1 = 43"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | DECLARE: var2 = 61"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | SUBTRACT: 18 - 51 = 0"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | SLEEP: for 279ms"
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:51:59PM) Core:1 "[(06/28/2025 03:51:59PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | SUBTRACT: 43 - 61 = 0"
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | PRINT: "Hello from process_1521 [instruction 7]""
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | SLEEP: for 387ms"
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | DECLARE: var9 = 12"
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | DECLARE: var10 = 37"
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | SUBTRACT: 43 - 61 = 0"
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | ADD: 18 + 51 = 69"
(06/28/2025 03:52:00PM) Core:1 "[(06/28/2025 03:52:00PM)] Core 1 | PID 2520 | SLEEP: for 319ms"
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | SLEEP: for 274ms"
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | SUBTRACT: 43 - 61 = 0"
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | SUBTRACT: 18 - 51 = 0"
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Hello from process_1521 [instruction 19]""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | ADD: 43 + 61 = 104"
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Hello from process_1521 [instruction 22]""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | ADD: 18 + 51 = 69"
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Hello from process_1521 [instruction 24]""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | PRINT: "Hello from process_1521 [instruction 25]""
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | ADD: 43 + 61 = 104"
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | SUBTRACT: 61 - 18 = 43"
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | SUBTRACT: 18 - 51 = 0"
(06/28/2025 03:52:01PM) Core:1 "[(06/28/2025 03:52:01PM)] Core 1 | PID 2520 | SUBTRACT: 51 - 57 = 0"
