(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | DECLARE: var0 = 82"
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | DECLARE: var1 = 94"
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | DECLARE: var2 = 40"
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | DECLARE: var3 = 83"
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | DECLARE: var4 = 86"
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | ADD: 82 + 94 = 176"
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Hello from process_1645 [instruction 1]""
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:54:04PM) Core:3 "[(06/28/2025 03:54:04PM)] Core 3 | PID 2644 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:54:05PM) Core:3 "[(06/28/2025 03:54:05PM)] Core 3 | PID 2644 | SLEEP: for 238ms"
(06/28/2025 03:54:05PM) Core:3 "[(06/28/2025 03:54:05PM)] Core 3 | PID 2644 | DECLARE: var4 = 48"
