(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | DECLARE: var0 = 38"
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | DECLARE: var1 = 41"
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | DECLARE: var2 = 11"
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | DECLARE: var3 = 79"
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | DECLARE: var4 = 29"
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | PRINT: "Hello from process_1419 [instruction 0]""
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | PRINT: "Hello from process_1419 [instruction 1]""
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | ADD: 11 + 79 = 90"
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | DECLARE: var3 = 74"
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | SUBTRACT: 29 - 38 = 0"
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | PRINT: "Hello from process_1419 [instruction 5]""
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:50:16PM) Core:2 "[(06/28/2025 03:50:16PM)] Core 2 | PID 2418 | PRINT: "Loop iteration 1 (outer 2)""
