(06/28/2025 03:48:16PM) Core:2 "[(06/28/2025 03:48:16PM)] Core 2 | PID 2299 | DECLARE: var0 = 90"
(06/28/2025 03:48:16PM) Core:2 "[(06/28/2025 03:48:16PM)] Core 2 | PID 2299 | DECLARE: var1 = 44"
(06/28/2025 03:48:16PM) Core:2 "[(06/28/2025 03:48:16PM)] Core 2 | PID 2299 | DECLARE: var2 = 48"
(06/28/2025 03:48:16PM) Core:2 "[(06/28/2025 03:48:16PM)] Core 2 | PID 2299 | DECLARE: var3 = 30"
(06/28/2025 03:48:16PM) Core:2 "[(06/28/2025 03:48:16PM)] Core 2 | PID 2299 | DECLARE: var4 = 13"
(06/28/2025 03:48:16PM) Core:2 "[(06/28/2025 03:48:16PM)] Core 2 | PID 2299 | SLEEP: for 421ms"
(06/28/2025 03:48:16PM) Core:2 "[(06/28/2025 03:48:16PM)] Core 2 | PID 2299 | SUBTRACT: 44 - 48 = 0"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | SLEEP: for 352ms"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | PRINT: "Hello from process_1300 [instruction 3]""
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | SUBTRACT: 13 - 90 = 0"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | PRINT: "Hello from process_1300 [instruction 5]""
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | ADD: 44 + 48 = 92"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | DECLARE: var7 = 7"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | ADD: 30 + 13 = 43"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | ADD: 13 + 90 = 103"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | ADD: 90 + 44 = 134"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | DECLARE: var11 = 54"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | SUBTRACT: 48 - 30 = 18"
(06/28/2025 03:48:17PM) Core:2 "[(06/28/2025 03:48:17PM)] Core 2 | PID 2299 | SLEEP: for 191ms"
