(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | DECLARE: var0 = 53"
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | DECLARE: var1 = 90"
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | DECLARE: var2 = 22"
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | DECLARE: var3 = 25"
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | DECLARE: var4 = 39"
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Hello from process_1520 [instruction 1]""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | DECLARE: var2 = 82"
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | DECLARE: var4 = 99"
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Hello from process_1520 [instruction 5]""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Hello from process_1520 [instruction 6]""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | SUBTRACT: 82 - 25 = 57"
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:51:58PM) Core:0 "[(06/28/2025 03:51:58PM)] Core 0 | PID 2519 | PRINT: "Loop iteration 2 (outer 2)""
