(06/28/2025 03:54:37PM) Core:3 "[(06/28/2025 03:54:37PM)] Core 3 | PID 2677 | DECLARE: var0 = 3"
(06/28/2025 03:54:37PM) Core:3 "[(06/28/2025 03:54:37PM)] Core 3 | PID 2677 | DECLARE: var1 = 51"
(06/28/2025 03:54:37PM) Core:3 "[(06/28/2025 03:54:37PM)] Core 3 | PID 2677 | DECLARE: var2 = 79"
(06/28/2025 03:54:37PM) Core:3 "[(06/28/2025 03:54:37PM)] Core 3 | PID 2677 | DECLARE: var3 = 12"
(06/28/2025 03:54:37PM) Core:3 "[(06/28/2025 03:54:37PM)] Core 3 | PID 2677 | DECLARE: var4 = 97"
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | SLEEP: for 371ms"
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | PRINT: "Hello from process_1678 [instruction 1]""
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | ADD: 79 + 12 = 91"
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | SUBTRACT: 12 - 97 = 0"
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | SLEEP: for 278ms"
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | DECLARE: var6 = 67"
(06/28/2025 03:54:38PM) Core:3 "[(06/28/2025 03:54:38PM)] Core 3 | PID 2677 | PRINT: "Loop iteration 1 (outer 1)""
