(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | DECLARE: var0 = 44"
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | DECLARE: var1 = 12"
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | DECLARE: var2 = 72"
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | DECLARE: var3 = 36"
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | DECLARE: var4 = 29"
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | SUBTRACT: 44 - 12 = 32"
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | PRINT: "Hello from process_1647 [instruction 1]""
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | PRINT: "Hello from process_1647 [instruction 2]""
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | DECLARE: var4 = 87"
(06/28/2025 03:54:06PM) Core:0 "[(06/28/2025 03:54:06PM)] Core 0 | PID 2646 | SUBTRACT: 44 - 12 = 32"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | SLEEP: for 197ms"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | DECLARE: var7 = 91"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Hello from process_1647 [instruction 8]""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | ADD: 87 + 44 = 131"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | ADD: 44 + 12 = 56"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | SUBTRACT: 12 - 72 = 0"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | ADD: 72 + 36 = 108"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | DECLARE: var13 = 38"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | DECLARE: var14 = 70"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | ADD: 44 + 12 = 56"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | SUBTRACT: 12 - 72 = 0"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | PRINT: "Hello from process_1647 [instruction 19]""
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | SLEEP: for 455ms"
(06/28/2025 03:54:07PM) Core:0 "[(06/28/2025 03:54:07PM)] Core 0 | PID 2646 | ADD: 12 + 72 = 84"
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | SUBTRACT: 72 - 36 = 36"
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Hello from process_1647 [instruction 23]""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Hello from process_1647 [instruction 24]""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | ADD: 44 + 12 = 56"
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Hello from process_1647 [instruction 27]""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | PRINT: "Hello from process_1647 [instruction 28]""
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | SLEEP: for 326ms"
(06/28/2025 03:54:08PM) Core:0 "[(06/28/2025 03:54:08PM)] Core 0 | PID 2646 | ADD: 44 + 12 = 56"
(06/28/2025 03:54:08PM) Core:0 "Process completed successfully"
