(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | DECLARE: var0 = 19"
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | DECLARE: var1 = 100"
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | DECLARE: var2 = 22"
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | DECLARE: var3 = 32"
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | DECLARE: var4 = 82"
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | DECLARE: var0 = 44"
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:47:04PM) Core:0 "[(06/28/2025 03:47:04PM)] Core 0 | PID 2228 | ADD: 32 + 82 = 114"
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | DECLARE: var4 = 100"
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | SUBTRACT: 44 - 100 = 0"
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Hello from process_1229 [instruction 6]""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | SLEEP: for 372ms"
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:47:05PM) Core:0 "[(06/28/2025 03:47:05PM)] Core 0 | PID 2228 | PRINT: "Loop iteration 3 (outer 2)""
