Process name: p28
Process ID: 28
Logs:

(06/26/2025 06:57:11PM) Core:0 "DECLARE var0 = 55"
(06/26/2025 06:57:12PM) Core:0 "DECLARE var1 = 6"
(06/26/2025 06:57:12PM) Core:0 "DECLARE var2 = 29"
(06/26/2025 06:57:12PM) Core:0 "DECLARE var3 = 96"
(06/26/2025 06:57:12PM) Core:0 "DECLARE var4 = 47"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:12PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:12PM) Core:0 "ADD result7 = 29 + 96"
(06/26/2025 06:57:12PM) Core:0 "DECLARE var8 = 24"
(06/26/2025 06:57:12PM) Core:0 "Hello from p28 [9]"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "ADD result12 = 29 + 96"
(06/26/2025 06:57:13PM) Core:0 "SUBTRACT result13 = 96 - 47"
(06/26/2025 06:57:13PM) Core:0 "Hello from p28 [14]"
(06/26/2025 06:57:13PM) Core:0 "SUBTRACT result15 = 55 - 6"
(06/26/2025 06:57:13PM) Core:0 "SUBTRACT result16 = 6 - 29"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 1"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 2"
(06/26/2025 06:57:13PM) Core:0 "Loop iteration 3"
(06/26/2025 06:57:14PM) Core:0 "ADD result19 = 47 + 55"
(06/26/2025 06:57:14PM) Core:0 "Loop iteration 1"
