(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | DECLARE: var0 = 52"
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | DECLARE: var1 = 46"
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | DECLARE: var2 = 70"
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | DECLARE: var3 = 100"
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | DECLARE: var4 = 61"
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Hello from process_1344 [instruction 0]""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | DECLARE: var2 = 23"
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | DECLARE: var3 = 44"
(06/28/2025 03:49:00PM) Core:2 "[(06/28/2025 03:49:00PM)] Core 2 | PID 2343 | PRINT: "Hello from process_1344 [instruction 4]""
(06/28/2025 03:49:01PM) Core:2 "[(06/28/2025 03:49:01PM)] Core 2 | PID 2343 | SLEEP: for 479ms"
(06/28/2025 03:49:01PM) Core:2 "[(06/28/2025 03:49:01PM)] Core 2 | PID 2343 | SLEEP: for 453ms"
(06/28/2025 03:49:01PM) Core:2 "[(06/28/2025 03:49:01PM)] Core 2 | PID 2343 | DECLARE: var7 = 32"
(06/28/2025 03:49:01PM) Core:2 "[(06/28/2025 03:49:01PM)] Core 2 | PID 2343 | DECLARE: var8 = 48"
(06/28/2025 03:49:01PM) Core:2 "[(06/28/2025 03:49:01PM)] Core 2 | PID 2343 | DECLARE: var9 = 73"
(06/28/2025 03:49:01PM) Core:2 "[(06/28/2025 03:49:01PM)] Core 2 | PID 2343 | SUBTRACT: 52 - 46 = 6"
(06/28/2025 03:49:02PM) Core:2 "[(06/28/2025 03:49:02PM)] Core 2 | PID 2343 | SLEEP: for 348ms"
(06/28/2025 03:49:02PM) Core:2 "[(06/28/2025 03:49:02PM)] Core 2 | PID 2343 | PRINT: "Hello from process_1344 [instruction 12]""
(06/28/2025 03:49:02PM) Core:2 "[(06/28/2025 03:49:02PM)] Core 2 | PID 2343 | SLEEP: for 400ms"
(06/28/2025 03:49:02PM) Core:2 "[(06/28/2025 03:49:02PM)] Core 2 | PID 2343 | SLEEP: for 203ms"
