(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | DECLARE: var0 = 65"
(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | DECLARE: var1 = 100"
(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | DECLARE: var2 = 45"
(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | DECLARE: var3 = 47"
(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | DECLARE: var4 = 79"
(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | DECLARE: var0 = 93"
(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | PRINT: "Hello from process_1446 [instruction 1]""
(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | ADD: 45 + 47 = 92"
(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | SUBTRACT: 47 - 79 = 0"
(06/28/2025 03:50:43PM) Core:1 "[(06/28/2025 03:50:43PM)] Core 1 | PID 2445 | ADD: 79 + 93 = 172"
(06/28/2025 03:50:43PM) Core:3 "[(06/28/2025 03:50:43PM)] Core 3 | PID 2445 | SUBTRACT: 93 - 100 = 0"
(06/28/2025 03:50:43PM) Core:3 "[(06/28/2025 03:50:43PM)] Core 3 | PID 2445 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:50:43PM) Core:3 "[(06/28/2025 03:50:43PM)] Core 3 | PID 2445 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:50:43PM) Core:3 "[(06/28/2025 03:50:43PM)] Core 3 | PID 2445 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:50:43PM) Core:3 "[(06/28/2025 03:50:43PM)] Core 3 | PID 2445 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:50:44PM) Core:2 "[(06/28/2025 03:50:44PM)] Core 2 | PID 2445 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:50:44PM) Core:2 "[(06/28/2025 03:50:44PM)] Core 2 | PID 2445 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:50:44PM) Core:2 "[(06/28/2025 03:50:44PM)] Core 2 | PID 2445 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:50:44PM) Core:2 "[(06/28/2025 03:50:44PM)] Core 2 | PID 2445 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:50:44PM) Core:2 "[(06/28/2025 03:50:44PM)] Core 2 | PID 2445 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:50:44PM) Core:3 "[(06/28/2025 03:50:44PM)] Core 3 | PID 2445 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:50:44PM) Core:3 "[(06/28/2025 03:50:44PM)] Core 3 | PID 2445 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:50:44PM) Core:3 "[(06/28/2025 03:50:44PM)] Core 3 | PID 2445 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:50:44PM) Core:3 "[(06/28/2025 03:50:44PM)] Core 3 | PID 2445 | PRINT: "Hello from process_1446 [instruction 7]""
(06/28/2025 03:50:44PM) Core:3 "[(06/28/2025 03:50:44PM)] Core 3 | PID 2445 | PRINT: "Hello from process_1446 [instruction 8]""
(06/28/2025 03:50:44PM) Core:3 "[(06/28/2025 03:50:44PM)] Core 3 | PID 2445 | SUBTRACT: 79 - 93 = 0"
