(06/28/2025 03:54:33PM) Core:2 "[(06/28/2025 03:54:33PM)] Core 2 | PID 2673 | DECLARE: var0 = 98"
(06/28/2025 03:54:33PM) Core:2 "[(06/28/2025 03:54:33PM)] Core 2 | PID 2673 | DECLARE: var1 = 29"
(06/28/2025 03:54:33PM) Core:2 "[(06/28/2025 03:54:33PM)] Core 2 | PID 2673 | DECLARE: var2 = 61"
(06/28/2025 03:54:33PM) Core:2 "[(06/28/2025 03:54:33PM)] Core 2 | PID 2673 | DECLARE: var3 = 52"
(06/28/2025 03:54:33PM) Core:2 "[(06/28/2025 03:54:33PM)] Core 2 | PID 2673 | DECLARE: var4 = 43"
(06/28/2025 03:54:33PM) Core:2 "[(06/28/2025 03:54:33PM)] Core 2 | PID 2673 | PRINT: "Hello from process_1674 [instruction 0]""
(06/28/2025 03:54:33PM) Core:2 "[(06/28/2025 03:54:33PM)] Core 2 | PID 2673 | ADD: 29 + 61 = 90"
(06/28/2025 03:54:33PM) Core:2 "[(06/28/2025 03:54:33PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:33PM) Core:2 "[(06/28/2025 03:54:33PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Hello from process_1674 [instruction 3]""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | DECLARE: var4 = 81"
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | ADD: 98 + 29 = 127"
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Hello from process_1674 [instruction 6]""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Hello from process_1674 [instruction 7]""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | SLEEP: for 427ms"
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | ADD: 98 + 29 = 127"
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:54:34PM) Core:2 "[(06/28/2025 03:54:34PM)] Core 2 | PID 2673 | DECLARE: var12 = 27"
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | SLEEP: for 201ms"
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | SUBTRACT: 81 - 98 = 0"
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | ADD: 98 + 29 = 127"
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:54:35PM) Core:2 "[(06/28/2025 03:54:35PM)] Core 2 | PID 2673 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:54:35PM) Core:2 "Process completed successfully"
