(06/28/2025 03:52:40PM) Core:2 "[(06/28/2025 03:52:40PM)] Core 2 | PID 2561 | DECLARE: var0 = 29"
(06/28/2025 03:52:40PM) Core:2 "[(06/28/2025 03:52:40PM)] Core 2 | PID 2561 | DECLARE: var1 = 38"
(06/28/2025 03:52:40PM) Core:2 "[(06/28/2025 03:52:40PM)] Core 2 | PID 2561 | DECLARE: var2 = 54"
(06/28/2025 03:52:40PM) Core:2 "[(06/28/2025 03:52:40PM)] Core 2 | PID 2561 | DECLARE: var3 = 7"
(06/28/2025 03:52:40PM) Core:2 "[(06/28/2025 03:52:40PM)] Core 2 | PID 2561 | DECLARE: var4 = 4"
(06/28/2025 03:52:40PM) Core:2 "[(06/28/2025 03:52:40PM)] Core 2 | PID 2561 | PRINT: "Hello from process_1562 [instruction 0]""
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | SLEEP: for 374ms"
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | DECLARE: var2 = 15"
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | SUBTRACT: 7 - 4 = 3"
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | SUBTRACT: 4 - 29 = 0"
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | ADD: 38 + 15 = 53"
(06/28/2025 03:52:41PM) Core:2 "[(06/28/2025 03:52:41PM)] Core 2 | PID 2561 | SLEEP: for 337ms"
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | SLEEP: for 426ms"
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | ADD: 4 + 29 = 33"
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | PRINT: "Hello from process_1562 [instruction 10]""
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | ADD: 38 + 15 = 53"
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | PRINT: "Hello from process_1562 [instruction 12]""
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | PRINT: "Hello from process_1562 [instruction 13]""
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | SUBTRACT: 4 - 29 = 0"
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | PRINT: "Hello from process_1562 [instruction 15]""
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | SLEEP: for 157ms"
(06/28/2025 03:52:42PM) Core:2 "[(06/28/2025 03:52:42PM)] Core 2 | PID 2561 | SLEEP: for 215ms"
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | SLEEP: for 495ms"
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | SUBTRACT: 4 - 29 = 0"
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Hello from process_1562 [instruction 20]""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | SUBTRACT: 15 - 7 = 8"
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Hello from process_1562 [instruction 23]""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | DECLARE: var24 = 57"
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | SLEEP: for 245ms"
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:52:43PM) Core:2 "[(06/28/2025 03:52:43PM)] Core 2 | PID 2561 | PRINT: "Loop iteration 3 (outer 2)""
