(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | DECLARE: var0 = 42"
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | DECLARE: var1 = 88"
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | DECLARE: var2 = 58"
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | DECLARE: var3 = 42"
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | DECLARE: var4 = 89"
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:52:43PM) Core:1 "[(06/28/2025 03:52:43PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 3 (outer 3)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 1 (outer 4)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 2 (outer 4)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 3 (outer 4)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | SLEEP: for 420ms"
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 3 (outer 2)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 1 (outer 3)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 2 (outer 3)""
(06/28/2025 03:52:44PM) Core:1 "[(06/28/2025 03:52:44PM)] Core 1 | PID 2564 | PRINT: "Loop iteration 3 (outer 3)""
