(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | DECLARE: var0 = 67"
(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | DECLARE: var1 = 71"
(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | DECLARE: var2 = 2"
(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | DECLARE: var3 = 30"
(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | DECLARE: var4 = 6"
(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | PRINT: "Hello from process_1348 [instruction 0]""
(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | ADD: 71 + 2 = 73"
(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | DECLARE: var2 = 4"
(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | DECLARE: var3 = 53"
(06/28/2025 03:49:04PM) Core:0 "[(06/28/2025 03:49:04PM)] Core 0 | PID 2347 | PRINT: "Hello from process_1348 [instruction 4]""
(06/28/2025 03:49:05PM) Core:0 "[(06/28/2025 03:49:05PM)] Core 0 | PID 2347 | SLEEP: for 384ms"
(06/28/2025 03:49:05PM) Core:0 "[(06/28/2025 03:49:05PM)] Core 0 | PID 2347 | PRINT: "Hello from process_1348 [instruction 6]""
(06/28/2025 03:49:05PM) Core:0 "[(06/28/2025 03:49:05PM)] Core 0 | PID 2347 | DECLARE: var7 = 86"
(06/28/2025 03:49:05PM) Core:0 "[(06/28/2025 03:49:05PM)] Core 0 | PID 2347 | PRINT: "Loop iteration 1 (outer 1)""
(06/28/2025 03:49:05PM) Core:0 "[(06/28/2025 03:49:05PM)] Core 0 | PID 2347 | PRINT: "Loop iteration 2 (outer 1)""
(06/28/2025 03:49:05PM) Core:0 "[(06/28/2025 03:49:05PM)] Core 0 | PID 2347 | PRINT: "Loop iteration 3 (outer 1)""
(06/28/2025 03:49:05PM) Core:0 "[(06/28/2025 03:49:05PM)] Core 0 | PID 2347 | PRINT: "Loop iteration 1 (outer 2)""
(06/28/2025 03:49:05PM) Core:0 "[(06/28/2025 03:49:05PM)] Core 0 | PID 2347 | PRINT: "Loop iteration 2 (outer 2)""
(06/28/2025 03:49:05PM) Core:0 "[(06/28/2025 03:49:05PM)] Core 0 | PID 2347 | PRINT: "Loop iteration 3 (outer 2)""
